Transaction_date,Price,Name,City
1/5/09 2:57,7500,Marion,Rennes
1/21/09 14:15,1200,Eric,Ely                         
1/21/09 6:39,1200,Miriane,Norfolk                     
1/19/09 8:14,1200,Jeff,Houston                     
1/23/09 8:00,1200,christina,Chepel
1/22/09 23:35,1200,Shannon,Buffalo Grove               
1/14/09 3:09,1200,Angela,Newburgh
1/16/09 1:51,1200,Angela,Vienna
1/1/09 6:29,1200,Elaine,Vicenza
1/21/09 7:59,1200,Helen,Mechanics Grove             
1/23/09 7:37,3600,Fatisha,Miami                       
1/18/09 14:39,1200,Nina,Silver Spring               
1/24/09 9:01,3600,Barbara,Kirriemuir
1/15/09 1:41,1200,Karen,Roquefort
1/17/09 7:23,1200,Georgina,Portland                    
1/23/09 11:37,1200,Kellie,Staten Island               
1/19/09 15:02,1200,Terry,San Antonio                 
1/11/09 7:10,3600,LAURIE,Guildford
1/10/09 3:28,1200,frauke,Horten
1/7/09 19:03,3600,Cindy,Englewood                   
1/17/09 14:02,1200,Simone,San Antonio                 
1/25/09 0:09,1200,Hilde ,Princeville                 
1/9/09 14:27,1200,Leah,Castleknock
1/9/09 14:32,1200,Laine,Castleknock
1/11/09 15:59,1200,kirsten,Bishops Stortford
1/6/09 14:38,3600,Elizabeth,Den Haag
1/6/09 9:52,1200,Anna,Lafayette                   
1/1/09 9:21,1200,Babs,Blackpool
1/3/09 7:58,1200,Gerlinde,Hellerup
1/11/09 11:36,1200,Hollyn,London
1/13/09 14:53,1200,leiser,N Java                      
1/1/09 10:06,3600,Irene,Munich
1/16/09 5:07,1200,Lisa,Brulon
1/6/09 16:37,1200,Ann,Austin                      
1/18/09 17:21,1200,Nichol Jane,Midland Park                
1/13/09 15:18,1200,Beatriz,Centerport                  
1/24/09 8:21,1200,corina,Neustift am Walde
1/24/09 8:25,1200,manon,Neustift am Walde
1/18/09 13:06,1200,Isabelle,Shorewood                   
1/22/09 18:44,1200,Lynne,Southlake                   
1/8/09 8:58,1200,Doug,Huntington                  
1/4/09 9:54,1200,AMY,The Woodlands               
1/13/09 20:22,1200,Kim,Kelowna
1/9/09 10:22,1200,HELIDA,White House                 
1/5/09 12:28,1200,Cameron,Rungsted
1/26/09 3:43,1200,Wendy,Lake Mahopac                
1/26/09 3:49,3600,Jane,Biot
1/11/09 13:16,3600,shelby,Plantation                  
1/22/09 15:32,1200,Tara,Killiney
1/9/09 14:25,1200,James,Guer
1/21/09 11:28,800,Heloise ,Arlington                   
1/1/09 14:19,1200,Gabriel,Three Hills
1/26/09 4:30,1200,Jodie ,Great Falls
1/7/09 4:45,1200,Jeremy,London
1/11/09 12:12,1200,Helga,Clontarf
1/26/09 10:24,1200,Eleanor,Vancouver
1/26/09 8:58,1200,Miss,London
1/7/09 17:51,1200,Marie,Dickerson                   
1/18/09 20:16,1200,Lisa,Princeton                   
1/13/09 9:51,1200,Priska,Calgary
1/24/09 18:43,1200,Katrine,North Tustin                
1/5/09 0:46,1200,Lisa,Gurgaon
1/9/09 1:12,1200,Sabrina,Rambouillet
1/26/09 6:25,1200,prof,Gladwyne                    
1/21/09 16:57,1200,KeithMichelle,Houston                     
1/5/09 5:33,1200,Kim,London
1/27/09 5:10,1200,anissa,Slough
1/7/09 8:00,1200,john,Glan-Munchweiler
1/20/09 7:08,3600,Miye,Downingtown                 
1/27/09 2:26,1200,Heidi,MT Pleasant                 
1/5/09 6:14,1200,T,Veigy-Foncenex
1/13/09 8:11,3600,Daniele,Katy                        
1/10/09 9:18,1200,luisa,Gorey
1/8/09 18:52,1200,Nadine,Belgrade                    
1/12/09 10:06,1200,Tina,Calgary
1/1/09 19:25,1200,Damali,Toronto
1/27/09 15:28,1200,Katherine,Corrales                    
1/2/09 18:43,1200,Kathryn,Cork
1/8/09 18:41,1200,Veronique,Tenafly                     
1/4/09 18:34,1200,Erica,Leesburg                    
1/25/09 8:32,1200,L,Alcona
1/23/09 22:19,1200,Diana,Kuala Lumpur
1/7/09 10:03,1200,Emma,Sydney
1/18/09 3:46,1200,Marina,Nerang
1/28/09 0:40,1200,Natalie ,Bryceville                  
1/2/09 15:18,1200,Brenda,Saffron Walden
1/18/09 13:59,1200,Nita,Sutton
1/16/09 9:54,1200,Marian,Durban
1/28/09 7:07,1200,Kevin,Berkeswell
1/28/09 7:31,1200,cari,Dryden                      
1/18/09 12:32,1200,Cassandra,Santry
1/13/09 14:05,1200,Christof and Heidi,Barcelona
1/28/09 7:49,1200,Ina,Fayetteville                
1/28/09 3:07,1200,Lisa,Anse Comeau
1/12/09 15:16,1200,Camille and Carmen,Thorlakshofn
1/6/09 11:17,3600,Trina,Overland                    
1/23/09 9:49,1200,Ginger,King City
1/24/09 4:01,1200,breon,Leighton Buzzard
1/25/09 18:21,1200,Marion,Umea
1/15/09 10:51,1200,Pia ,Sola
1/2/09 5:14,1200,Dr. Donald,Stockton-on-Tees
1/9/09 10:35,3600,Jenna and Paul,Senatobia                   
1/4/09 10:16,1200,Rebecca,Berlin
1/2/09 12:16,1200,Monique,Waldorf                     
1/28/09 12:31,1200,lilia ,Brooklyn                    
1/14/09 12:07,1200,Lainey,Lakeville                   
1/16/09 7:20,3600,Jag,Saint-Cergues
1/6/09 9:55,1200,Charlene ,Vancouver
1/7/09 12:55,1200,Fiona,Stamford                    
1/19/09 12:14,1200,burt,Rathfarnham
1/13/09 15:19,3600,Maggie,Paris
1/18/09 8:56,1200,Stanford,Howell                      
1/4/09 17:54,1200,ruth,Encinitas                   
1/5/09 13:46,1200,Courtney,Atchison                    
1/5/09 10:49,3600,Courtney,Mililani                    
1/12/09 18:24,1200,Anthony,Victor                      
1/18/09 4:01,1200,Eleanor,Fairbanks                   
1/16/09 10:58,1200,GAIA,Soro
1/13/09 8:20,1200,Zane,Warlingham
1/12/09 1:42,1200,Beate,Hamburg
1/28/09 13:07,1200,BALA,Accokeek                    
1/29/09 5:43,1200,Mrs,Sunnyvale                   
1/29/09 5:30,1200,Vanessa,Ithaca                      
1/13/09 18:08,1200,Amanda,Houston                     
1/9/09 15:24,1200,alex ,Farmingtn Hls               
1/23/09 15:33,1200,T,Brooklyn                    
1/29/09 12:28,1200,Alva and Martin,Great Falls                 
1/13/09 11:31,1200,Anett,Gosport
1/29/09 10:09,3600,Jacqui,Scottsdale                  
1/29/09 15:08,1200,KERRY,Sunnyvale                   
1/4/09 5:12,1200,DeeDee,Songnae-dong
1/22/09 22:16,3600,leanne,Clyde Hill                  
1/5/09 19:26,1200,katie,Ruschlikon
1/11/09 12:22,1200,Marina,Minneapolis                 
1/2/09 9:31,1200,camilla,Chicago                     
1/5/09 11:21,1200,pirunkit,Petworth
1/17/09 9:49,1200,Kathrin,Abu Dhabi
1/28/09 1:38,1200,Kate,Stockholm
1/19/09 10:32,1200,Maie,Queen Creek                 
1/26/09 12:05,1250,verena,Queen Creek                 
1/7/09 18:53,1200,Marie-Christine,Durham                      
1/26/09 11:38,1200,Gabriella,Austin                      
1/8/09 13:19,1200,valerie et nicolas,Glenn Dale                  
1/11/09 14:56,1200,Nicole,Aardal
1/30/09 20:36,1200,Renee,Edinburg                    
1/1/09 8:09,1200,Nicole,South Melbourne
1/17/09 11:09,1200,Joachim,Fortaleza
1/31/09 7:22,1200,Monica ,Weston                      
1/31/09 9:12,1200,Nanci,Reading
1/31/09 8:56,1200,Laura,Coconut Grove               
1/31/09 9:00,1200,ciara and mike,London
1/11/09 14:07,1200,Sarah,San Francisco               
1/1/09 12:25,3600,Anne-line,Zug
1/31/09 11:14,3600,Ulrika,Scottsdale                  
1/2/09 9:57,1200,leigh,Potomac Falls               
1/4/09 13:20,1200,Nuria,Superior                    
1/22/09 12:32,1200,Tejal,London
1/18/09 6:09,1200,Ignacio,Engleside                   
1/8/09 0:04,1200,ZOE,New Plymouth City
1/24/09 7:14,1200,nihan,Roanoke                     
1/24/09 11:05,1200,alan,Norcross                    
1/6/09 15:12,1200,lydia,Sandy Plains                
1/24/09 17:06,1200,Tracey,Saint Catharines
1/3/09 9:58,1200,Anja,Gainesville                 
1/9/09 16:35,1200,Jennifer,Nordstrand
1/12/09 14:50,1200,Holly,Arlington                   
1/7/09 13:49,1200,megan,West Hills                  
1/9/09 19:41,1200,Tarah,San Jose                    
1/26/09 4:53,1200,Gerardo,London
1/23/09 21:41,1200,Joanne,Oak Park                    
1/6/09 16:07,1200,Margaret,Terrell Hills               
1/10/09 7:55,1200,Laura,Jumeira
1/28/09 20:44,1200,Whitney,Falmouth                    
1/9/09 3:38,1200,Ravinder,Lurgan
1/19/09 8:52,1200,Pam,Richmond                    
1/15/09 7:26,1200,Celina,Den Haag
1/30/09 19:12,1200,Heather,Ooltewah                    
1/5/09 12:41,1200,Kathryn,Pacific Beach               
1/28/09 20:59,1200,Michele ,Austin                      
1/10/09 21:36,1200,Craig,Seattle                     
1/25/09 19:59,1200,Kim,Seattle                     
1/7/09 8:03,1200,maria,Ottawa
1/21/09 9:07,1200,Elaine,Vienna                      
1/23/09 14:43,1200,Madison,Torbay
1/5/09 13:07,1200,Amanda,Shenfield
1/6/09 3:39,1200,Krista,Bergen
1/15/09 15:26,1200,Sarah,Bolton
1/23/09 4:47,1200,Sarah,Sandymount
1/12/09 10:05,3600,Pamela,Bellinzona
1/30/09 5:13,1200,Christine,Antwerpen
1/14/09 10:32,7500,Diana,Campinas
1/12/09 8:13,1200,mary,Nacka
1/27/09 8:11,1200,Helena,Fremont                     
1/30/09 17:33,1200,nina,Warwick
1/15/09 9:52,1200,Mark,Holmdel                     
1/13/09 11:54,1200,alice and rudolf,Baltimore                   
1/21/09 11:00,1200,Costanza,Saggart
1/16/09 11:49,1200,Yoko,Andover                     
1/1/09 9:35,1200,Barbara,La Crescenta                
1/13/09 5:58,1200,Kit,Suwanee                     
1/6/09 16:08,3600,cristina,Seattle                     
1/5/09 10:25,1200,linda,Arlington                   
1/4/09 21:08,1200,Christyna,Calgary
1/12/09 20:43,1200,Alicja ,Kenmore                     
1/17/09 3:22,1200,Rachel,Fresno                      
1/18/09 11:17,1200,Rachel,Atascadero                  
1/27/09 9:01,1200,Jan,Barcelona
1/8/09 8:11,1200,Karin,High Wycombe
1/26/09 23:28,3600,ron ,Tsaritsyno
1/10/09 21:35,1200,Sharon,Ajax
1/11/09 6:01,1200,Anna,New York                    
1/19/09 14:53,1200,Laura,Fairfield                   
1/22/09 7:14,1200,Yana,North Bay
1/15/09 8:12,1200,Katherine,Marietta                    
1/7/09 6:33,1200,Therese,Clontarf
1/12/09 8:05,1200,Francoise ,Danville                    
1/28/09 13:03,3600,Elizabeth,Okotoks
1/25/09 8:54,1200,Corinne,Anthem                      
1/5/09 10:08,1200,Ec,Clonmel
1/5/09 19:29,1200,Carmen,Arlington                   
1/7/09 19:06,3600,Brittany,Orlando                     
1/23/09 11:33,1200,Sandrine,Walnut Creek                
1/3/09 21:11,1200,asuncion ,Centennial                  
1/11/09 17:28,1200,Sophie,Newtown                     
1/21/09 20:18,1200,Henrietta,Vancouver
1/24/09 10:23,1200,DD,York
1/7/09 14:55,1200,Jennifer,Drogheda
1/29/09 10:38,1200,samuel,Saddle Brook                
1/8/09 14:04,1200,Angelina  Patrick,San Diego                   
1/31/09 21:50,1200,Sven,Issaquah                    
1/1/09 16:00,1200,Toni,Bolton
1/30/09 13:13,1200,Patrick,Lexington                   
1/27/09 16:50,1200,jason,Altadena                    
1/30/09 7:42,250,Tabatha,Altadena                    
1/17/09 15:48,3600,Aline,Davis                       
1/12/09 11:40,3600,Debra,Toronto
1/30/09 20:27,1200,Natasha,Pasadena                    
1/27/09 18:35,1200,Melinda,Buffalo Grove               
1/16/09 12:47,1200,Luc1nda,London
1/2/09 2:50,1200,Kim,Newcastle
1/21/09 5:39,1200,Britlyn ,Norwalk                     
1/28/09 1:28,1200,Adam,Besancon
1/8/09 13:33,1200,Mimi,Monte-Carlo
1/22/09 12:09,1200,Liann,Monaco
1/20/09 8:23,1200,Sarah,Floyds Knobs                
1/2/09 7:47,1200,Naseer,London
1/11/09 4:55,1200,Caroline,Marietta                    
1/23/09 7:47,1800,Karena,Marietta                    
1/21/09 23:19,1200,janet,Hon                         
1/11/09 4:29,7500,Hans,Knoxville                   
1/11/09 4:39,1200,Sandra  Thierry  Zoe,Knoxville                   
1/10/09 8:13,1200,Eleanor,Edinburgh
1/22/09 12:55,1200,Anna,Paris
1/17/09 15:00,1200,Cara ,Humble                      
1/4/09 14:06,1200,carolien,Mashpee                     
1/30/09 17:09,1200,Ana,Hong Kong
1/20/09 5:01,1200,Patrick,Birmingham                  
1/26/09 14:37,1200,Heidi,St Augustine                
1/29/09 13:27,1200,Tom,Salt Lake City              
1/12/09 10:33,1200,Justine,Seattle                     
1/5/09 8:28,1200,isabel,Ruti
1/25/09 16:11,7500,scott,Rogers                      
1/25/09 20:44,1200,Fatima,Rogers                      
1/26/09 11:36,1200,Judy,Dun Laoghaire
1/27/09 2:32,1200,Glenn,Perth
1/18/09 13:36,1200,Family in,London
1/7/09 5:53,1200,Lauren,Gries
1/25/09 1:53,7500,Michael,Pietermaritzburg
1/18/09 11:42,1200,Jodi,Sutton Valence
1/13/09 1:46,1200,simone,Lyngby
1/2/09 15:57,1200,Sonja,Alpine                      
1/25/09 8:50,1200,Shane,Zurich
1/14/09 8:16,3600,Ruth,Saskatoon
1/27/09 11:21,1200,Cleo,Pacific Palisades           
1/8/09 10:13,1200,Benoit,Fort Saint James
1/5/09 7:47,1200,Claire,Versoix
1/22/09 9:00,1200,Claire,Trumansburg                 
1/25/09 12:59,1200,Lindsey,Kennett Square              
1/10/09 19:28,3600,Nicola,San Jose                    
1/8/09 19:29,3600,PATRICK,Ban Khlong Sip
1/8/09 12:04,1200,jennifer,Morro Bay                   
1/4/09 16:59,1200,Amy,Parramatta
1/30/09 11:56,1200,Whitney,Dumbleton
1/6/09 5:10,1200,Astrid,Altlengbach
1/14/09 3:39,1200,jo,Ballincollig
1/14/09 3:47,1200,Michelle,Ballincollig
1/19/09 3:19,1200,TG,Zagore
1/7/09 1:42,1200,Emily,Vecmilgravis
1/7/09 13:01,3600,Niki,Trelex
1/27/09 2:35,1200,Sarah,Ornex
1/3/09 14:14,1200,sherry,Las Vegas                   
1/22/09 12:37,3600,Laura,San Anselmo                 
1/29/09 6:49,1200,Carmela,Hannover
1/6/09 9:45,1200,Matt,N Woodmere                  
1/12/09 11:16,1200,Karen,Madrid
1/13/09 13:49,1200,Joanne,Castlebar
1/12/09 7:23,1200,Stephanie,Fairfax                     
1/30/09 4:48,1200,Hurst,Chandler                    
1/22/09 16:29,1200,Liza,Dammeron Valley             
1/27/09 6:26,1200,Michele,Buffalo                     
1/15/09 10:16,7500,Karin,Olive Branch                
1/19/09 18:54,1200,cath,Warwick                     
1/2/09 22:44,3600,eva,Gisborne
1/1/09 18:32,1200,Andrea ,San Mateo                   
1/14/09 1:28,1200,Sabine,Milton Keynes
1/20/09 8:08,1200,Aideen and Jonathan,Kecskemet
1/29/09 2:48,1200,George,Nakskov
1/24/09 18:02,1200,Helen,Aloma                       
1/7/09 8:26,1200,C,Chandler                    
1/24/09 3:36,1200,chris,Kjobenhavn
1/5/09 15:23,1200,maggie,Stockton
1/25/09 16:17,1200,Mareike,Cumming                     
1/15/09 10:37,1200,lamia,Little Compton              
1/20/09 15:28,1200,Madhu,Centennial                  
1/28/09 18:00,13000,sandhya,Centennial                  
1/29/09 5:06,1200,Kimberly,Herndon                     
1/6/09 18:53,1200,Tania,Vista                       
1/21/09 6:55,1200,andrea,Oostburg                    
1/26/09 20:18,1200,John,Griffith
1/25/09 17:58,3600,carol,Ann Arbor                   
1/9/09 14:37,1200,Nona,South Jordan                
